game_id,season,game_date,matchup,home_team_id,away_team_id,home_pts,away_pts,margin,pace,h_efg,h_tov,h_oreb,h_ftr,h_fga,h_fgm,h_tpa,h_tpm,h_fta,h_ftm,h_oreb_n,h_dreb_n,h_tov_n,a_efg,a_tov,a_oreb,a_ftr,a_fga,a_fgm,a_tpa,a_tpm,a_fta,a_ftm,a_oreb_n,a_dreb_n,a_tov_n
1022400106,2024,2024-06-30,NYL vs. ATL,1611661313,1611661330,81.0,75.0,6.0,73.4,0.486,0.06,0.206,0.225,71,28,39,13,16,0,7,21,5,0.533,0.186,0.323,0.217,60,29,17,6,13,0,10,27,15
1022400107,2024,2024-06-30,CHI vs. MIN,1611661329,1611661324,59.0,61.0,-2.0,85.5,0.335,0.137,0.286,0.171,82,25,18,5,14,0,12,32,14,0.431,0.198,0.238,0.277,65,25,24,6,18,0,10,30,18
1022400108,2024,2024-06-30,PHO vs. IND,1611661317,1611661325,82.0,88.0,-6.0,82.9,0.456,0.133,0.235,0.353,68,27,28,8,24,0,12,16,12,0.508,0.155,0.158,0.476,63,28,28,8,30,0,3,39,14
1022400109,2024,2024-07-01,PHO vs. CON,1611661317,1611661323,72.0,83.0,-11.0,71.5,0.458,0.081,0.036,0.3,60,26,17,3,18,0,1,17,6,0.517,0.137,0.37,0.39,59,28,20,5,23,0,10,27,11
1022400110,2024,2024-07-01,SEA vs. DAL,1611661328,1611661321,55.0,39.0,16.0,80.7,0.507,0.146,0.333,0.352,71,32,25,8,25,0,11,22,14,0.452,0.176,0.29,0.306,62,26,17,4,19,0,9,22,15
1022400111,2024,2024-07-02,NYL vs. MIN,1611661313,1611661324,76.0,67.0,9.0,77.0,0.42,0.089,0.161,0.213,75,28,32,7,16,0,5,40,8,0.448,0.113,0.216,0.134,67,26,27,8,9,0,11,26,9
1022400112,2024,2024-07-02,ATL vs. CHI,1611661330,1611661329,77.0,85.0,-8.0,80.0,0.493,0.193,0.349,0.235,68,30,22,7,16,0,15,22,18,0.514,0.114,0.214,0.257,70,33,14,6,18,0,6,28,10
1022400113,2024,2024-07-02,LVA vs. IND,1611661319,1611661325,88.0,69.0,19.0,81.1,0.514,0.113,0.283,0.239,71,32,25,9,17,0,13,25,10,0.403,0.153,0.306,0.169,77,28,26,6,13,0,11,33,15
1022400114,2024,2024-07-02,LAS vs. WAS,1611661320,1611661322,80.0,82.0,-2.0,76.7,0.575,0.171,0.222,0.3,60,28,30,13,18,0,8,24,14,0.567,0.144,0.143,0.149,67,32,26,12,10,0,4,28,12
1022400115,2024,2024-07-03,DAL vs. PHO,1611661321,1611661317,96.0,104.0,-8.0,80.8,0.53,0.109,0.321,0.493,67,33,17,5,33,0,9,25,10,0.638,0.107,0.167,0.354,65,36,23,11,23,0,5,19,9
1022400116,2024,2024-07-04,MIN vs. CON,1611661324,1611661323,73.0,78.0,-5.0,74.8,0.556,0.214,0.222,0.145,62,28,25,13,9,0,6,22,18,0.5,0.163,0.389,0.197,66,30,15,6,13,0,14,21,14
1022400117,2024,2024-07-04,LVA vs. WAS,1611661319,1611661322,98.0,77.0,21.0,84.6,0.68,0.208,0.185,0.156,64,38,23,11,10,0,5,31,18,0.45,0.16,0.162,0.286,70,27,22,9,20,0,6,22,15
1022400118,2024,2024-07-05,DAL vs. ATL,1611661321,1611661330,59.0,57.0,2.0,89.4,0.5,0.187,0.167,0.304,69,31,21,7,21,0,4,23,18,0.574,0.29,0.303,0.279,61,34,6,2,17,0,10,20,28
1022400119,2024,2024-07-05,LAS vs. LVA,1611661320,1611661319,90.0,90.0,0.0,84.4,0.436,0.029,0.261,0.36,86,32,31,11,31,0,12,27,3,0.545,0.126,0.25,0.313,67,32,24,9,21,0,9,34,11
1022400120,2024,2024-07-05,SEA vs. CHI,1611661328,1611661329,84.0,88.0,-4.0,85.3,0.477,0.144,0.179,0.394,66,30,19,3,26,0,7,20,13,0.507,0.119,0.2,0.292,72,34,14,5,21,0,5,32,11
1022400121,2024,2024-07-06,IND vs. NYL,1611661325,1611661313,83.0,78.0,5.0,73.9,0.53,0.121,0.333,0.194,67,32,24,7,13,0,9,32,10,0.479,0.103,0.289,0.225,71,29,42,10,16,0,13,18,9
1022400122,2024,2024-07-06,MIN vs. WAS,1611661324,1611661322,74.0,67.0,7.0,77.4,0.457,0.146,0.281,0.2,70,27,28,10,14,0,9,29,13,0.475,0.215,0.237,0.217,60,25,28,7,13,0,9,23,18
1022400123,2024,2024-07-07,CON vs. ATL,1611661323,1611661330,80.0,67.0,13.0,70.9,0.516,0.088,0.278,0.297,64,28,23,10,19,0,10,26,7,0.441,0.129,0.161,0.322,59,24,10,4,19,0,5,26,10
1022400124,2024,2024-07-07,LVA vs. DAL,1611661319,1611661321,100.0,79.0,21.0,85.8,0.543,0.092,0.25,0.235,81,37,36,14,19,0,8,32,9,0.5,0.138,0.289,0.158,76,35,20,6,12,0,13,24,13
1022400125,2024,2024-07-07,SEA vs. CHI,1611661328,1611661329,84.0,71.0,13.0,79.2,0.464,0.112,0.316,0.333,69,29,19,6,23,0,12,24,10,0.391,0.107,0.333,0.154,78,29,14,3,12,0,12,26,10
1022400126,2024,2024-07-07,LAS vs. PHO,1611661320,1611661317,78.0,84.0,-6.0,81.8,0.42,0.097,0.156,0.253,75,29,24,5,19,0,5,24,9,0.517,0.183,0.314,0.475,59,27,21,7,28,0,11,27,16
1022400127,2024,2024-07-09,LAS vs. MIN,1611661320,1611661324,67.0,82.0,-15.0,74.4,0.438,0.219,0.143,0.339,56,23,20,3,19,0,3,26,18,0.562,0.115,0.257,0.154,65,32,18,9,10,0,9,18,9
1022400128,2024,2024-07-10,CON vs. NYL,1611661323,1611661313,68.0,71.0,-3.0,69.5,0.403,0.108,0.3,0.239,67,24,17,6,16,0,12,23,9,0.518,0.123,0.179,0.281,57,28,13,3,16,0,5,28,9
1022400129,2024,2024-07-10,IND vs. WAS,1611661325,1611661322,80.0,85.0,-5.0,86.9,0.603,0.243,0.087,0.293,58,31,25,8,17,0,2,27,21,0.487,0.161,0.27,0.253,75,33,20,7,19,0,10,21,16
1022400130,2024,2024-07-10,CHI vs. ATL,1611661329,1611661330,78.0,69.0,9.0,79.7,0.473,0.112,0.289,0.162,74,32,17,6,12,0,11,32,10,0.42,0.155,0.22,0.232,69,28,10,2,16,0,9,27,14
1022400131,2024,2024-07-10,SEA vs. LVA,1611661328,1611661319,79.0,84.0,-5.0,77.7,0.422,0.134,0.355,0.208,77,31,17,3,16,0,11,29,13,0.464,0.103,0.383,0.271,70,30,23,5,19,0,18,20,9
1022400132,2024,2024-07-10,PHO vs. DAL,1611661317,1611661321,100.0,84.0,16.0,78.1,0.664,0.135,0.174,0.344,61,36,21,9,21,0,4,18,11,0.555,0.163,0.28,0.281,64,32,19,7,18,0,7,19,14
1022400133,2024,2024-07-11,NYL vs. CHI,1611661313,1611661329,91.0,76.0,15.0,66.9,0.579,0.089,0.471,0.317,63,30,23,13,20,0,16,14,7,0.486,0.135,0.562,0.095,74,34,10,4,7,0,18,18,12
1022400134,2024,2024-07-12,ATL vs. LVA,1611661330,1611661319,70.0,84.0,-14.0,72.5,0.39,0.143,0.531,0.195,77,29,19,2,15,0,26,21,14,0.5,0.104,0.382,0.243,70,29,29,12,17,0,13,23,9
1022400135,2024,2024-07-12,IND vs. PHO,1611661325,1611661317,95.0,86.0,9.0,82.9,0.519,0.156,0.476,0.16,81,39,31,6,13,0,20,22,16,0.486,0.121,0.267,0.329,70,29,29,10,23,0,8,22,11
1022400136,2024,2024-07-12,SEA vs. MIN,1611661328,1611661324,91.0,63.0,28.0,80.3,0.528,0.123,0.273,0.239,71,33,26,9,17,0,9,30,11,0.363,0.172,0.189,0.371,62,19,30,7,23,0,7,24,15
1022400137,2024,2024-07-13,CHI vs. NYL,1611661329,1611661313,67.0,81.0,-14.0,73.8,0.457,0.165,0.308,0.058,69,28,15,7,4,0,8,33,14,0.5,0.062,0.233,0.155,71,30,36,11,11,0,10,18,5
1022400138,2024,2024-07-13,DAL vs. LAS,1611661321,1611661320,81.0,87.0,-6.0,77.5,0.472,0.169,0.484,0.254,71,31,16,5,18,0,15,18,16,0.543,0.136,0.419,0.2,70,35,14,6,14,0,13,16,12
1022400139,2024,2024-07-14,CON vs. PHO,1611661323,1611661317,96.0,69.0,27.0,78.8,0.538,0.074,0.4,0.269,78,37,26,10,21,0,16,28,7,0.457,0.17,0.243,0.145,69,28,25,7,10,0,9,24,15
1022400140,2024,2024-07-14,WAS vs. LVA,1611661322,1611661319,77.0,89.0,-12.0,76.4,0.507,0.139,0.304,0.174,69,29,21,12,12,0,14,17,12,0.543,0.134,0.346,0.243,70,34,25,8,17,0,9,32,12
1022400141,2024,2024-07-14,SEA vs. ATL,1611661328,1611661330,81.0,70.0,11.0,85.0,0.433,0.118,0.222,0.227,75,30,28,5,17,0,8,27,11,0.404,0.167,0.289,0.205,73,28,17,3,15,0,11,28,16
1022400142,2024,2024-07-14,MIN vs. IND,1611661324,1611661325,74.0,81.0,-7.0,78.4,0.464,0.159,0.278,0.129,70,27,31,11,9,0,10,24,14,0.5,0.138,0.25,0.157,70,31,29,8,11,0,8,26,12
1022400143,2024,2024-07-16,WAS vs. PHO,1611661322,1611661317,87.0,96.0,-9.0,74.0,0.528,0.134,0.394,0.167,72,33,33,10,12,0,13,20,12,0.6,0.109,0.355,0.308,65,35,18,8,20,0,11,20,9
1022400144,2024,2024-07-16,LAS vs. SEA,1611661320,1611661328,83.0,89.0,-6.0,83.1,0.478,0.161,0.3,0.304,69,28,26,10,21,0,12,25,15,0.507,0.141,0.219,0.368,68,31,23,7,25,0,7,28,13
1022400145,2024,2024-07-16,NYL vs. CON,1611661313,1611661323,63.0,63.0,0.0,79.8,0.534,0.211,0.226,0.322,59,26,27,11,19,0,7,23,18,0.439,0.147,0.233,0.318,66,28,18,2,21,0,7,24,13
1022400146,2024,2024-07-16,LVA vs. CHI,1611661319,1611661329,85.0,93.0,-8.0,87.7,0.508,0.137,0.033,0.333,66,31,18,5,22,0,1,25,12,0.514,0.137,0.194,0.306,72,35,13,4,22,0,6,29,13
1022400147,2024,2024-07-17,MIN vs. ATL,1611661324,1611661330,86.0,79.0,7.0,79.7,0.46,0.076,0.265,0.307,75,29,30,11,23,0,9,23,7,0.534,0.19,0.258,0.356,59,29,15,5,21,0,8,25,16
1022400148,2024,2024-07-17,DAL vs. IND,1611661321,1611661325,101.0,93.0,8.0,89.2,0.572,0.106,0.147,0.237,76,39,20,9,18,0,5,24,10,0.577,0.178,0.2,0.239,71,38,25,6,17,0,6,29,17
1022400149,2024,2024-08-15,CHI vs. PHO,1611661329,1611661317,65.0,85.0,-20.0,71.6,0.397,0.123,0.324,0.164,73,27,19,4,12,0,11,22,11,0.661,0.158,0.333,0.186,59,33,23,12,11,0,11,23,12
1022400150,2024,2024-08-15,MIN vs. WAS,1611661324,1611661322,79.0,68.0,11.0,81.1,0.457,0.143,0.317,0.257,70,28,26,8,18,0,13,27,13,0.43,0.181,0.129,0.297,64,24,25,7,19,0,4,28,16
1022400151,2024,2024-08-15,LAS vs. NYL,1611661320,1611661313,68.0,103.0,-35.0,76.8,0.406,0.216,0.333,0.312,64,23,18,6,20,0,7,22,20,0.637,0.142,0.522,0.178,73,39,30,15,13,0,24,14,13
1022400152,2024,2024-08-16,ATL vs. SEA,1611661330,1611661328,29.0,41.0,-12.0,87.2,0.524,0.206,0.115,0.365,63,30,17,6,23,0,3,34,19,0.5,0.157,0.105,0.171,70,32,22,6,12,0,4,23,14
1022400153,2024,2024-08-16,IND vs. PHO,1611661325,1611661317,98.0,89.0,9.0,77.5,0.554,0.11,0.342,0.203,74,34,36,14,15,0,13,26,10,0.533,0.132,0.188,0.467,60,25,36,14,28,0,6,25,11
1022400154,2024,2024-08-16,DAL vs. CON,1611661321,1611661323,91.0,109.0,-18.0,83.0,0.515,0.2,0.5,0.485,66,29,24,10,32,0,13,23,20,0.659,0.163,0.361,0.379,66,38,20,11,25,0,13,13,15
1022400155,2024,2024-08-17,WAS vs. MIN,1611661322,1611661324,34.0,36.0,-2.0,79.0,0.558,0.195,0.208,0.383,60,29,23,9,23,0,5,20,17,0.664,0.171,0.375,0.312,64,37,21,11,20,0,12,19,15
1022400156,2024,2024-08-17,LVA vs. NYL,1611661319,1611661313,67.0,79.0,-12.0,74.6,0.438,0.125,0.147,0.169,65,24,31,9,11,0,5,25,10,0.459,0.131,0.405,0.162,74,30,31,8,12,0,17,29,12
1022400157,2024,2024-08-17,LAS vs. CHI,1611661320,1611661329,86.0,90.0,-4.0,79.8,0.453,0.086,0.354,0.338,74,29,27,9,25,0,17,16,8,0.514,0.127,0.407,0.333,72,35,9,4,24,0,11,31,12
1022400158,2024,2024-08-18,ATL vs. CON,1611661330,1611661323,82.0,70.0,12.0,75.2,0.452,0.126,0.333,0.476,63,26,16,5,30,0,12,22,11,0.385,0.186,0.421,0.323,65,23,16,4,21,0,16,24,17
1022400159,2024,2024-08-18,LVA vs. LAS,1611661319,1611661320,87.0,71.0,16.0,87.5,0.557,0.193,0.062,0.377,61,30,18,8,23,0,2,31,17,0.452,0.229,0.088,0.323,62,25,23,6,20,0,3,30,21
1022400160,2024,2024-08-18,IND vs. SEA,1611661325,1611661328,92.0,75.0,17.0,75.9,0.568,0.122,0.44,0.192,73,34,31,15,14,0,11,32,11,0.438,0.132,0.36,0.208,72,28,21,7,15,0,18,14,12
1022400161,2024,2024-08-18,PHO vs. CHI,1611661317,1611661329,84.0,65.0,19.0,79.7,0.508,0.117,0.238,0.484,62,28,23,7,30,0,10,31,10,0.359,0.094,0.279,0.269,78,28,14,0,21,0,12,32,9
1022400162,2024,2024-08-20,CON vs. LAS,1611661323,1611661320,69.0,61.0,8.0,80.5,0.418,0.111,0.211,0.219,73,28,16,5,16,0,8,28,10,0.409,0.231,0.3,0.136,66,26,19,2,9,0,12,30,21
1022400163,2024,2024-08-20,NYL vs. DAL,1611661313,1611661321,94.0,74.0,20.0,84.3,0.514,0.151,0.44,0.324,74,34,28,8,24,0,11,36,15,0.447,0.191,0.28,0.348,66,25,21,9,23,0,14,14,18
1022400164,2024,2024-08-20,WAS vs. SEA,1611661322,1611661328,77.0,83.0,-6.0,82.1,0.444,0.215,0.49,0.264,72,28,24,8,19,0,24,17,22,0.407,0.162,0.433,0.414,70,27,23,3,29,0,13,25,16
1022400165,2024,2024-08-21,ATL vs. PHO,1611661330,1611661317,72.0,63.0,9.0,72.5,0.404,0.091,0.348,0.219,73,25,31,9,16,0,16,31,8,0.443,0.145,0.088,0.148,61,24,19,6,9,0,3,30,11
1022400166,2024,2024-08-21,LVA vs. MIN,1611661319,1611661324,87.0,98.0,-11.0,72.7,0.556,0.106,0.261,0.169,71,33,30,13,12,0,6,22,9,0.68,0.125,0.389,0.219,64,38,19,11,14,0,14,17,10
1022400167,2024,2024-08-22,NYL vs. DAL,1611661313,1611661321,79.0,71.0,8.0,78.7,0.396,0.103,0.396,0.286,77,27,29,7,22,0,19,27,10,0.449,0.158,0.25,0.188,69,30,13,2,13,0,9,29,14
1022400168,2024,2024-08-23,ATL vs. PHO,1611661330,1611661317,54.0,61.0,-7.0,71.6,0.459,0.091,0.429,0.189,74,29,30,10,14,0,18,18,8,0.53,0.141,0.4,0.242,66,32,17,6,16,0,12,24,12
1022400169,2024,2024-08-23,CON vs. CHI,1611661323,1611661329,81.0,80.0,1.0,80.8,0.412,0.107,0.333,0.529,68,25,25,6,36,0,19,11,10,0.469,0.176,0.267,0.338,65,29,9,3,22,0,4,38,16
1022400170,2024,2024-08-23,WAS vs. LAS,1611661322,1611661320,80.0,74.0,6.0,85.9,0.486,0.15,0.242,0.192,73,33,23,5,14,0,8,28,14,0.413,0.182,0.3,0.173,75,28,27,6,13,0,12,25,18
1022400171,2024,2024-08-23,MIN vs. LVA,1611661324,1611661319,87.0,74.0,13.0,80.2,0.59,0.217,0.348,0.279,61,31,26,10,17,0,8,29,19,0.518,0.217,0.065,0.316,57,26,19,7,18,0,2,15,18
1022400172,2024,2024-08-24,NYL vs. CON,1611661313,1611661323,64.0,72.0,-8.0,72.7,0.423,0.204,0.435,0.185,65,24,32,7,12,0,20,24,18,0.431,0.102,0.314,0.222,72,30,13,2,16,0,11,26,9
1022400173,2024,2024-08-24,MIN vs. IND,1611661324,1611661325,90.0,80.0,10.0,80.2,0.592,0.119,0.194,0.308,65,33,27,11,20,0,7,20,10,0.48,0.159,0.355,0.105,76,33,29,7,8,0,11,29,15
1022400174,2024,2024-08-25,CHI vs. LVA,1611661329,1611661319,75.0,77.0,-2.0,83.4,0.409,0.103,0.24,0.134,82,30,15,7,11,0,12,35,10,0.42,0.034,0.146,0.111,81,31,24,6,9,0,6,38,3
1022400175,2024,2024-08-25,DAL vs. LAS,1611661321,1611661320,6.0,15.0,-9.0,87.6,0.579,0.092,0.345,0.382,76,40,22,8,29,0,10,24,9,0.692,0.145,0.077,0.4,65,39,24,12,26,0,2,19,13
1022400176,2024,2024-08-26,ATL vs. IND,1611661330,1611661325,79.0,84.0,-5.0,79.5,0.438,0.11,0.318,0.247,73,27,29,10,18,0,14,24,10,0.474,0.137,0.351,0.184,76,31,27,10,14,0,13,30,13
1022400177,2024,2024-08-26,PHO vs. NYL,1611661317,1611661313,70.0,84.0,-14.0,78.9,0.5,0.225,0.343,0.06,67,31,22,5,4,0,12,19,20,0.5,0.144,0.321,0.229,70,29,29,12,16,0,9,23,13
1022400178,2024,2024-08-26,SEA vs. WAS,1611661328,1611661322,72.0,74.0,-2.0,77.3,0.426,0.133,0.295,0.122,74,28,24,7,9,0,13,20,12,0.507,0.203,0.355,0.088,68,30,29,9,6,0,11,31,18
1022400179,2024,2024-08-27,DAL vs. LVA,1611661321,1611661319,93.0,90.0,3.0,81.3,0.52,0.117,0.296,0.253,75,36,21,6,19,0,8,32,11,0.54,0.096,0.179,0.484,62,31,19,5,30,0,7,19,8
1022400180,2024,2024-08-28,IND vs. CON,1611661325,1611661323,82.0,80.0,2.0,79.9,0.568,0.211,0.292,0.167,66,31,30,13,11,0,7,28,19,0.515,0.161,0.263,0.242,66,30,24,8,16,0,10,17,14
1022400181,2024,2024-08-28,CHI vs. WAS,1611661329,1611661322,11.0,17.0,-6.0,75.7,0.509,0.245,0.37,0.259,58,27,14,5,15,0,10,26,21,0.5,0.143,0.235,0.197,66,29,21,8,13,0,8,17,12
1022400182,2024,2024-08-28,LAS vs. NYL,1611661320,1611661313,94.0,88.0,6.0,76.5,0.574,0.114,0.37,0.324,68,35,21,8,22,0,10,18,10,0.587,0.21,0.455,0.302,63,32,28,10,19,0,15,17,19
1022400183,2024,2024-08-28,PHO vs. MIN,1611661317,1611661324,76.0,89.0,-13.0,75.1,0.434,0.196,0.5,0.338,68,26,23,7,23,0,18,19,19,0.535,0.152,0.525,0.194,72,33,26,11,14,0,21,18,14
1022400184,2024,2024-08-28,SEA vs. ATL,1611661328,1611661330,59.0,56.0,3.0,82.9,0.486,0.081,0.167,0.236,72,31,17,8,17,0,6,31,7,0.479,0.142,0.162,0.164,73,32,21,6,12,0,6,30,13
1022400185,2024,2024-08-30,CHI vs. IND,1611661329,1611661325,81.0,100.0,-19.0,81.6,0.465,0.139,0.359,0.278,72,29,25,9,20,0,14,28,13,0.583,0.123,0.176,0.424,66,32,29,13,28,0,6,25,11
1022400186,2024,2024-08-30,DAL vs. MIN,1611661321,1611661324,94.0,76.0,18.0,78.1,0.524,0.083,0.432,0.133,83,40,18,7,11,0,16,22,8,0.471,0.16,0.333,0.176,68,27,35,10,12,0,11,21,14
1022400187,2024,2024-08-30,LVA vs. ATL,1611661319,1611661330,83.0,72.0,11.0,69.4,0.522,0.062,0.324,0.232,69,31,29,10,16,0,12,27,5,0.444,0.105,0.372,0.183,71,26,29,11,13,0,16,25,9
1022400188,2024,2024-08-30,SEA vs. NYL,1611661328,1611661313,85.0,98.0,-13.0,75.2,0.5,0.061,0.182,0.211,71,33,23,5,15,0,6,11,5,0.597,0.174,0.621,0.299,67,34,26,12,20,0,18,27,16
1022400189,2024,2024-08-31,WAS vs. CON,1611661322,1611661323,85.0,96.0,-11.0,76.6,0.587,0.187,0.323,0.238,63,30,30,14,15,0,10,15,16,0.617,0.187,0.348,0.367,60,30,23,14,22,0,8,21,16
1022400190,2024,2024-09-01,CON vs. SEA,1611661323,1611661328,93.0,86.0,7.0,76.4,0.568,0.156,0.488,0.644,59,32,9,3,38,0,21,11,14,0.451,0.129,0.45,0.324,71,30,21,4,23,0,9,22,12
1022400191,2024,2024-09-01,MIN vs. CHI,1611661324,1611661329,33.0,22.0,11.0,77.8,0.493,0.117,0.262,0.171,70,32,22,5,12,0,11,13,10,0.475,0.238,0.35,0.322,59,27,9,2,19,0,7,31,21
1022400192,2024,2024-09-01,DAL vs. IND,1611661321,1611661325,93.0,100.0,-7.0,83.5,0.48,0.131,0.421,0.365,74,29,31,13,27,0,24,10,13,0.607,0.206,0.333,0.229,70,37,22,11,16,0,5,33,20
1022400193,2024,2024-09-01,LAS vs. ATL,1611661320,1611661330,62.0,80.0,-18.0,75.3,0.395,0.114,0.163,0.29,62,23,21,3,18,0,7,24,9,0.507,0.106,0.2,0.186,70,32,17,7,13,0,6,36,9
1022400194,2024,2024-09-01,PHO vs. LVA,1611661317,1611661319,79.0,97.0,-18.0,76.6,0.533,0.179,0.188,0.295,61,29,22,7,18,0,6,18,15,0.644,0.154,0.333,0.182,66,37,32,11,12,0,9,26,13
1022400195,2024,2024-09-03,CON vs. SEA,1611661323,1611661328,18.0,8.0,10.0,68.8,0.457,0.186,0.405,0.293,58,24,15,5,17,0,15,15,15,0.492,0.16,0.375,0.226,62,29,17,3,14,0,9,22,13
1022400196,2024,2024-09-03,DAL vs. WAS,1611661321,1611661322,86.0,90.0,-4.0,76.2,0.458,0.135,0.55,0.361,72,31,18,4,26,0,22,22,13,0.481,0.097,0.405,0.208,77,31,30,12,16,0,15,18,9
1022400197,2024,2024-09-03,LVA vs. CHI,1611661319,1611661329,90.0,71.0,19.0,70.8,0.59,0.146,0.459,0.344,61,32,24,8,21,0,17,14,12,0.475,0.199,0.391,0.317,60,25,18,7,19,0,9,20,17
1022400198,2024,2024-09-03,PHO vs. ATL,1611661317,1611661330,74.0,66.0,8.0,73.1,0.473,0.205,0.407,0.455,55,23,25,6,25,0,11,22,17,0.404,0.149,0.371,0.206,68,24,25,7,14,0,13,16,13
1022400199,2024,2024-09-04,IND vs. LAS,1611661325,1611661320,93.0,86.0,7.0,85.5,0.545,0.188,0.387,0.358,67,33,22,7,24,0,12,28,18,0.468,0.124,0.243,0.221,77,31,27,10,17,0,9,19,12
1022400200,2024,2024-09-05,NYL vs. SEA,1611661313,1611661328,77.0,70.0,7.0,78.7,0.471,0.137,0.282,0.186,70,27,27,12,13,0,11,27,12,0.471,0.152,0.156,0.086,70,30,20,6,6,0,5,28,13
1022400201,2024,2024-09-05,PHO vs. WAS,1611661317,1611661322,77.0,90.0,-13.0,78.3,0.463,0.184,0.3,0.25,68,27,30,9,17,0,9,24,17,0.632,0.146,0.273,0.074,68,36,28,14,5,0,9,21,12
1022400202,2024,2024-09-06,ATL vs. DAL,1611661330,1611661321,107.0,96.0,11.0,94.4,0.551,0.089,0.176,0.41,78,39,25,8,32,0,6,31,9,0.549,0.182,0.139,0.31,71,35,20,8,22,0,5,28,18
1022400203,2024,2024-09-06,CON vs. LVA,1611661323,1611661319,67.0,72.0,-5.0,78.7,0.473,0.221,0.133,0.304,56,25,16,3,17,0,4,29,18,0.431,0.161,0.194,0.277,65,25,20,6,18,0,7,26,14
1022400204,2024,2024-09-06,IND vs. MIN,1611661325,1611661324,88.0,99.0,-11.0,82.6,0.513,0.148,0.258,0.173,75,32,29,13,13,0,8,28,14,0.541,0.097,0.333,0.329,73,33,32,13,24,0,14,23,9
1022400205,2024,2024-09-06,CHI vs. LAS,1611661329,1611661320,92.0,78.0,14.0,77.5,0.564,0.146,0.45,0.2,70,36,16,7,14,0,18,17,13,0.477,0.148,0.19,0.303,66,29,20,5,20,0,4,22,13
1022400206,2024,2024-09-07,SEA vs. PHO,1611661328,1611661317,90.0,66.0,24.0,69.3,0.5,0.064,0.537,0.083,84,36,32,12,7,0,22,24,6,0.439,0.158,0.385,0.121,66,24,29,10,8,0,15,19,13
1022400207,2024,2024-09-08,WAS vs. MIN,1611661322,1611661324,21.0,23.0,-2.0,75.9,0.493,0.164,0.326,0.043,70,29,32,11,3,0,14,21,14,0.462,0.179,0.3,0.258,66,27,24,7,17,0,9,29,16
1022400208,2024,2024-09-08,IND vs. ATL,1611661325,1611661330,104.0,100.0,4.0,94.0,0.618,0.177,0.237,0.368,68,37,25,10,25,0,9,28,17,0.463,0.073,0.243,0.191,94,39,26,9,18,0,9,29,8
1022400209,2024,2024-09-08,NYL vs. LVA,1611661313,1611661319,34.0,28.0,6.0,72.0,0.428,0.123,0.475,0.319,69,27,24,5,22,0,19,20,11,0.477,0.139,0.231,0.156,64,23,33,15,10,0,6,21,11
1022400210,2024,2024-09-08,CHI vs. DAL,1611661329,1611661321,92.0,77.0,15.0,82.0,0.536,0.131,0.381,0.314,70,35,13,5,22,0,16,22,12,0.426,0.145,0.267,0.257,74,30,15,3,19,0,8,26,14
1022400211,2024,2024-09-08,LAS vs. CON,1611661320,1611661323,67.0,79.0,-12.0,78.9,0.472,0.232,0.133,0.37,54,22,14,7,20,0,4,24,19,0.507,0.126,0.226,0.232,69,32,18,6,16,0,7,26,11
1022400212,2024,2024-09-10,ATL vs. MIN,1611661330,1611661324,64.0,76.0,-12.0,69.9,0.336,0.113,0.333,0.271,70,21,18,5,19,0,11,26,10,0.555,0.129,0.366,0.125,64,32,20,7,8,0,15,22,10
1022400213,2024,2024-09-10,DAL vs. NYL,1611661321,1611661313,87.0,103.0,-16.0,82.3,0.514,0.12,0.214,0.264,72,34,24,6,19,0,6,22,11,0.657,0.126,0.267,0.2,70,38,29,16,14,0,8,22,11
1022400214,2024,2024-09-10,LAS vs. CON,1611661320,1611661323,66.0,86.0,-20.0,75.2,0.433,0.172,0.286,0.179,67,26,19,6,12,0,10,17,15,0.597,0.16,0.32,0.226,62,33,21,8,14,0,8,25,13
1022400215,2024,2024-09-11,IND vs. LVA,1611661325,1611661319,75.0,86.0,-11.0,83.5,0.445,0.15,0.225,0.205,73,29,26,7,15,0,9,25,14,0.514,0.094,0.107,0.243,70,31,22,10,17,0,3,31,8
1022400216,2024,2024-09-11,CHI vs. WAS,1611661329,1611661322,58.0,89.0,-31.0,77.7,0.364,0.167,0.214,0.157,70,25,8,1,11,0,6,26,15,0.566,0.127,0.366,0.25,68,34,23,9,17,0,15,22,11
1022400217,2024,2024-09-11,LAS vs. SEA,1611661320,1611661328,82.0,90.0,-8.0,70.3,0.546,0.154,0.515,0.231,65,32,17,7,15,0,17,21,13,0.514,0.071,0.344,0.257,70,33,19,6,18,0,11,16,6
1022400218,2024,2024-09-12,DAL vs. NYL,1611661321,1611661313,67.0,99.0,-32.0,76.7,0.394,0.161,0.353,0.225,71,26,18,4,16,0,12,21,15,0.565,0.111,0.462,0.377,69,33,30,12,26,0,18,22,10
1022400219,2024,2024-09-13,ATL vs. WAS,1611661330,1611661322,69.0,72.0,-3.0,78.3,0.322,0.143,0.333,0.342,73,21,20,5,25,0,8,33,14,0.5,0.203,0.34,0.25,60,26,21,8,15,0,17,16,17
1022400220,2024,2024-09-13,IND vs. LVA,1611661325,1611661319,74.0,78.0,-4.0,79.6,0.508,0.175,0.275,0.323,62,28,23,7,20,0,11,24,15,0.464,0.104,0.077,0.243,70,28,30,9,17,0,2,29,9
